ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0001023,http://purl.obolibrary.org/obo/TO_0001023,days to ear shoot emergence,,Number of days required for the ear shoot to emerge from the given leaf sheath in a maize plant or a group of plants in a study.|Often determined when the 50% length of the ear has emerged as compared to its full length. Number of days is calculated from the day of sowing of the seeds.
TO:0001025,http://purl.obolibrary.org/obo/TO_0001025,leaf phosphorus content,LFPHOCN (related),Amount of phosphorus in the leaf.|Often measured in per unit dry weight.
TO:0001027,http://purl.obolibrary.org/obo/TO_0001027,net photosynthetic rate,,It is measured as the difference between gross photosynthesis (the total amount of carbon fixed by the plant per unit time) and the respiration (the total amount of carbon lost metabolically during that same time).
TO:0000191,http://purl.obolibrary.org/obo/TO_0000191,rice hispa resistance,HISPRS (related),Causal agent: Dicladispa armigera.
TO:0000197,http://purl.obolibrary.org/obo/TO_0000197,ligule color,LgC (related)|LIGCL (related),"A ligule morphology trait  which is the color of a ligule .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000192,http://purl.obolibrary.org/obo/TO_0000192,leaf-roller resistance,LFRRS (related),Causal agent: Cnaphalocrocis medinalis.
TO:0000196,http://purl.obolibrary.org/obo/TO_0000196,amylose content,AMYCN (related)|Amy (related),"A polysaccharide content trait  which is the amount of amylose  in a plant structure .|Amylose is a helical polymer made of a-D-glucose units, bound to each other through a glycosidic bonds. This polysaccharide is one of the two components of starch, making up approximately 20-30% of the structure. The other component is amylopectin, which makes up 70-80% of the structure. (REF: Wikipedia)"
TO:0000195,http://purl.obolibrary.org/obo/TO_0000195,shootless embryo,SHMIN (related),A plant embryo morphology trait  which is an embryo of the germinating seed not producing a shoot.
TO:0000198,http://purl.obolibrary.org/obo/TO_0000198,rootless,RTMIN (related),Absence of roots in the seedling or plant.
TO:0000199,http://purl.obolibrary.org/obo/TO_0000199,genic male sterility,GMS (related),
TO:0000194,http://purl.obolibrary.org/obo/TO_0000194,globular embryo,,An embryo shape trait  which is a globular plant embryo .|Refer to globular : A spheroid quality inhering in a bearer by virtue of the bearer's resembling a ball (a sphere whose equatorial diameter is equal to the polar diameter).
TO:0000193,http://purl.obolibrary.org/obo/TO_0000193,plant embryo shape,,"A plant embryo morphology trait  which is the shape of a plant embryo .|Refer to shape :A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0000190,http://purl.obolibrary.org/obo/TO_0000190,seed coat color,SCC (related)|SDCCL (related)|bran color (related),"A seed coat morphology trait  which is the color of the seed coat .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000935,http://purl.obolibrary.org/obo/TO_0000935,kernel weight per ear,,A grain weight  which is the total weight of all kernels on the primary ear infructescence .
TO:0000936,http://purl.obolibrary.org/obo/TO_0000936,infructescence yield trait,seeds per panicle (related),"A shoot system yield trait  which is a quality of an infructescence , or the number born on a plant."
TO:0000932,http://purl.obolibrary.org/obo/TO_0000932,mannose content,D-mannose content  (narrow)|man content  (related),A hexose content trait  which is the amount of mannose .
TO:0000937,http://purl.obolibrary.org/obo/TO_0000937,kernel number per ear,,An infructescence yield trait  that is the number of kernels (fruit;  per ear infructescence .|Often calculated as the number of kernel rows in the middle of the ear times number of kernels per row. Also calculated based on total weight of kernels for an ear and average weight/kernel (Hung et al 2012).
TO:0000931,http://purl.obolibrary.org/obo/TO_0000931,seed quality trait,,A plant quality trait  which is the commercial and/or economic value of a seed .
TO:0000939,http://purl.obolibrary.org/obo/TO_0000939,tassel spike length,first order tassel inflorescence axis length (exact),An inflorescence axis length  which is the length of the first order tassel inflorescence axis  from the most distal branch point to the tip of the tassel inflorescence .
TO:0000930,http://purl.obolibrary.org/obo/TO_0000930,seed shattering,hilum abscission (related),A seed growth and development trait  which is the extent of seed shattering based on the development of an abscission zone .
TO:0000938,http://purl.obolibrary.org/obo/TO_0000938,kernel number per row,,An infructescence yield trait  that is the number of kernels (fruit;  per row on an ear infructescence .
TO:0000934,http://purl.obolibrary.org/obo/TO_0000934,photoperiod-sensitive flowering time trait,flowering time response to photoperiod trait (exact),A flowering time trait  which is the difference between the time to flowering stage  in long photoperiod (PECO:0007199) and short photoperiod (PECO:0007200) environments.
TO:0000933,http://purl.obolibrary.org/obo/TO_0000933,plant phenological trait,,A growth and development trait  which is the timing of the occurrence of plant structure development stages  and the relevant biological processes .
TO:0000227,http://purl.obolibrary.org/obo/TO_0000227,root length,maximum root length (related)|MRD (related)|maximum root depth (related)|RTLG (related)|MRL (related),A root morphology trait  which is the length of a root .|refer to - A 1-D extent quality which is equal to the distance between two points.
TO:0000224,http://purl.obolibrary.org/obo/TO_0000224,iron sensitivity,FESN (related)|FeTox (related)|iron toxicity (related),Sensitivity to the iron ion content in the growth medium. It is important for synthesis of chlorophyll and some enzyme activities.
TO:0000225,http://purl.obolibrary.org/obo/TO_0000225,stamen number,STANB (related),An androecium morphology trait  which is the number of stamens  present in an androecium .
TO:0000221,http://purl.obolibrary.org/obo/TO_0000221,glume color,glume discoloration (related)|pigmentation of glume (related)|glume pigmentation (related)|GLCL (related),"A glume morphology trait  which is the color of a glume .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000223,http://purl.obolibrary.org/obo/TO_0000223,pistil morphology trait,pistil related trait   (related),A carpel morphology trait  which is a quality of a pistil.
TO:0000220,http://purl.obolibrary.org/obo/TO_0000220,rice bug resistance,RB (related)|BUGRS (related),"Causal agent: Leptocorisa oratorius. Monitored at growth stage 7-9, resistance is a measure of damaged grains per panicle."
TO:0000222,http://purl.obolibrary.org/obo/TO_0000222,head rice yield,head milled rice (related)|head rice ratio (related)|HEADR (related),"A grain yield trait  which is the amount of whole (3/4 of original length or longer) milled kernels separated from the total amount of milled rice.|Depending on the grain type, whole milled kernels are spearated using special sized screens. The weight of whole milled kernels or head rice is expressed as a percentage of the original rough rice sample."
TO:0000226,http://purl.obolibrary.org/obo/TO_0000226,auricleless,AUMIN (related)|auricle absent (exact)|auricle absence (exact),A measure of either the absence of auricle or the length of auricle being zero.
TO:0000229,http://purl.obolibrary.org/obo/TO_0000229,photoperiod sensitivity trait,PPDSN (related),"Sensitivity response on the plant development and the related growth stages by the duration of light, to which the plant has been exposed."
TO:0000228,http://purl.obolibrary.org/obo/TO_0000228,moisture content trait,,A plant quality trait  which is the amount of moisture in a plant structure .
TO:0000940,http://purl.obolibrary.org/obo/TO_0000940,tassel branch zone length,,An inflorescence axis length  which is the length of the first order tassel inflorescence axis  where the tassel inflorescence branches  arise.
TO:0000946,http://purl.obolibrary.org/obo/TO_0000946,endocarp morphology trait,,A portion of plant tissue morphology trait  which is a quality of the endocarp .
TO:0000941,http://purl.obolibrary.org/obo/TO_0000941,rank number per ear,,"An infructescence yield trait  which is the number of ranks of cupules per ear infructescence .|Used to look at QTL traits in crosses between Teosinte and maize. In order to compare the two types of ears, the kernel row number (TO:0000687; maize) is divided by two."
TO:0000949,http://purl.obolibrary.org/obo/TO_0000949,seedling growth and development trait,,A whole plant growth and development trait  which is a quality of a seedling  development stage .
TO:0000948,http://purl.obolibrary.org/obo/TO_0000948,mesocarp morphology trait,,A portion of plant tissue morphology trait  which is a quality of a mesocarp .
TO:0000945,http://purl.obolibrary.org/obo/TO_0000945,pericarp morphology trait,,A portion of plant tissue morphology trait  which is a quality of the pericarp .
TO:0000942,http://purl.obolibrary.org/obo/TO_0000942,aleurone layer morphology trait,,A portion of plant tissue morphology trait  which is the qualities of the aleurone layer .
TO:0000947,http://purl.obolibrary.org/obo/TO_0000947,whole plant growth and development trait,,A plant structure growth and development trait  which is a quality of a whole plant development stage .
TO:0000944,http://purl.obolibrary.org/obo/TO_0000944,aleurone layer appearance,,An aleurone layer morphology trait  that is the appearance of the aleurone layer .
TO:0000943,http://purl.obolibrary.org/obo/TO_0000943,aleurone layer color,,An aleurone layer appearance  that is the color of the aleurone layer .
TO:0000176,http://purl.obolibrary.org/obo/TO_0000176,macronutrient sensitivity,macronutrient deficiency (related),A nutrient sensitivity  response shown by the plant grown in either an excess or deficient amount of the macronutrient in the growth medium.
TO:0000172,http://purl.obolibrary.org/obo/TO_0000172,jasmonic acid sensitivity,JASN (related),Sensitivity to the jasmonic acid content in the growth medium or on external application.
TO:0000175,http://purl.obolibrary.org/obo/TO_0000175,rice bacterial blight disease resistance,leaf blight (related)|BBRS (related)|BB (related),"A bacterial blight disease resistance  that is involved in the response to rice bacterial blight disease. Causal agent: Xanthomonas oryzae pv. oryzae.|Symptoms: lesions usually start near the leaf tips or leaf margins or both, and extend down the outer edge(s). Young lesions are pale to grayish green, later turning yellow to grey (dead) with time. In very susceptible varieties, lesions may extend to the entire leaf length into the leaf sheath. Young leaves should not be inoculated for assay. Old or leaves with symptoms of nutrient deficiency or other diseases should also be avoided for inoculation."
TO:0000173,http://purl.obolibrary.org/obo/TO_0000173,ethylene sensitivity,ETHSN (related)|ethylene response (related),Sensitivity to ethylene (C2H2) content in the growth medium or the environment.
TO:0000171,http://purl.obolibrary.org/obo/TO_0000171,OBSOLETE height trait,,OBSOLETE. A stature and vigor trait  which is the height of a whole plant  or another plant structure .|Refers to: height (PATO_0000119): A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.
TO:0000178,http://purl.obolibrary.org/obo/TO_0000178,acid soil sensitivity,,Plant sensitivity to soils with acidic conditions (pH<7).
TO:0000177,http://purl.obolibrary.org/obo/TO_0000177,"2,4-dichlorophenoxyacetic acid sensitivity","24DSN (related)|2,4 D sensitivity (related)","An assay to determine the tolerance exhibited by a plant or a group of plants (population) towards the applied herbicide 2,4-dichlorophenoxyacetic acid (2,4 D).|It is expected that the herbicide application must not affect the agronomic yield, if any."
TO:0000179,http://purl.obolibrary.org/obo/TO_0000179,biotic plant stress trait,,"A plant stress trait  which is the response of a plant structure  to biotic plant stress (PSO:0000011).|Plant biotic stress traits may be manifested in either the whole plant  or in parts of the plant, as a result of the exposure to a biotic plant stress (PSO:0000011). Responses to biotic plant stresses may vary from resistance to susceptibility, with varying levels of tolerance. Biotic stresses are those resulting from living factors such as microorganisms, animals (including insects, arachnids and nematodes) or other plants."
TO:0000170,http://purl.obolibrary.org/obo/TO_0000170,elongation ability,Elon (related),Some plants can elongate and grow in areas annually flooded to varying depths. The scale is based on the performance of check varieties. Specify water depth under which the data was recorded.
TO:0000174,http://purl.obolibrary.org/obo/TO_0000174,OBSOLETE maturity trait,,OBSOLETE.
TO:0000724,http://purl.obolibrary.org/obo/TO_0000724,megasporocyte development trait,,Traits associated with observing effects on the megasporocyte development.
TO:0000725,http://purl.obolibrary.org/obo/TO_0000725,megasporocyte number,,A count of the number of megasporocyte that is done to determine any increase or decrease in number.
TO:0000726,http://purl.obolibrary.org/obo/TO_0000726,microsporocyte number,,A count of the number of microsporocyte that is done to determine any increase or decrease in number.
TO:0000723,http://purl.obolibrary.org/obo/TO_0000723,microsporocyte development trait,,Traits associated with observing effects on the microsporocyte development.
TO:0000720,http://purl.obolibrary.org/obo/TO_0000720,leaf midrib color,leaf midvein color (exact),A leaf midvein morphology trait  which is the color of the leaf midvein .
TO:0000722,http://purl.obolibrary.org/obo/TO_0000722,sporocyte development trait,,Traits associated with observing effects on the sporocyte development.
TO:0000727,http://purl.obolibrary.org/obo/TO_0000727,sporogenesis,,The formation of spores.
TO:0000729,http://purl.obolibrary.org/obo/TO_0000729,meiotic cell cycle trait,,The traits associated with various developmental landmarks and processes of cell division during either the meiotic cell cycle.|Meiosis is a type of cell division in which haploid gametes and spores are formed. The process involves a single duplication of the genetic material followed by two mitotic divisions. As a result each daughter cell receives half the chromosomal content (haploid) as the parent cell.
TO:0000728,http://purl.obolibrary.org/obo/TO_0000728,cell cycle trait,cell division cycle (related),The traits associated with various developmental landmarks and processes of cell division during either the meiotic cell cycle or mitotic cell cycle.
TO:0000721,http://purl.obolibrary.org/obo/TO_0000721,leaf adherence,,"A leaf morphology trait  which is a tightly rolled leaf encasing the next emerging leaf .|If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000085,http://purl.obolibrary.org/obo/TO_0000085,leaf rolling,LFRL (related)|wilting (related),"A leaf morphology trait  which is the rolling of a leaf preceding the leaf drying stage.|Leaf rolling is a feature observed in response to stresses like drought, water and temperature.  If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000081,http://purl.obolibrary.org/obo/TO_0000081,deep root dry weight,DRTDWT (exact)|drw (exact)|deep root dry weight per tiller (exact)|drw/t (exact)|deep root weight (exact),"The average dry weight of the root, (for the root part 30cm below the soil surface) determined per tiller in a green house study."
TO:0000084,http://purl.obolibrary.org/obo/TO_0000084,root number,RTNB (related)|tnr (related),A root system morphology trait  which is the number of roots  in a root system .
TO:0000086,http://purl.obolibrary.org/obo/TO_0000086,sheath rot disease resistance,ShR (related)|SHROTRS (related),Causal agent: Sarocladium oryzae. Symptoms: oblong or irregular brown to grey lesions on the leaf sheath near panicle; sometimes coalescing to prevent emergence of panicle.
TO:0000088,http://purl.obolibrary.org/obo/TO_0000088,rice yellow mottle virus resistance,RYMVRS (related)|RYMV (related),"Causal agent: rice yellow mottle virus (RYMV). Symptoms: stunting, reduced tillering, mottling and yellowish streaking of the leaves, delayed flowering or incomplete emergence of the panicle; in extreme cases, death of plants."
TO:0000080,http://purl.obolibrary.org/obo/TO_0000080,micronutrient sensitivity,micronutrient deficiency (related),Sensitivity response shown by the plant grown in either the excess or deficient amount of the micronutrient in the growth medium (soil).
TO:0000082,http://purl.obolibrary.org/obo/TO_0000082,zigzag leafhopper resistance,ZLFHRS (related),Causal agent: Recilia dorsalis (Motschulsky).
TO:0000083,http://purl.obolibrary.org/obo/TO_0000083,penetrated root number,PENRTNB (related)|npr (related)|number of penetrating roots (related),Its the total number of roots penetrating the hard pans of the soil or the number of roots penetrated through the wax-petrolatum layer measured at 50 days after sowing (DAS).
TO:0000089,http://purl.obolibrary.org/obo/TO_0000089,panicle inflorescence type,PNTYPE (related)|panicle attitude of branches (related)|PnT (related),"A panicle inflorescence morphology trait  which is the mode of branching, angle of primary branches, and spikelet density of a panicle inflorescence ."
TO:0000087,http://purl.obolibrary.org/obo/TO_0000087,grain aroma trait,odour (related)|Sct (related)|AROMA (related)|scent (exact),The aroma of the cooked/uncooked grains.|It is often associated with the accumulation of the aromatic compound 2-acetyl-1-pyrroline.
TO:0011010,http://purl.obolibrary.org/obo/TO_0011010,internode color in proxomity to colored node,INCLPROXNDCL (related),Color of the spatial section of the internode that is found proximal (next) to the colored node of a stem.
TO:0000246,http://purl.obolibrary.org/obo/TO_0000246,rice delphacid resistance,RDel (related)|DELRS (related),Causal agent: Sogatodes oryzicola (Tagosodes orizicolus). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy. (similar to the symptoms of whitebacked planthopper).|The evaluation scales are based on symptoms. Incidence of dead plants could be considered for final evaluation.
TO:0000243,http://purl.obolibrary.org/obo/TO_0000243,in vitro regeneration ability,INVRAB (related),Measured as number of calli capable of differentiating into roots and(or) shoots under in vitro tissue culture condition.
TO:0000244,http://purl.obolibrary.org/obo/TO_0000244,coleoptile color,COLCL (related),A coleoptile morphology trait  which is the the color of a coleoptile .
TO:0000241,http://purl.obolibrary.org/obo/TO_0000241,leaf number,LFNB (related),A shoot system morphology trait  which is the number of leaves  in a shoot system  of a plant.
TO:0000242,http://purl.obolibrary.org/obo/TO_0000242,OBSOLETE microbial damage resistance,,OBSOLETE Response by the plant in terms of resistivity or sensitivity to microbes.
TO:0000240,http://purl.obolibrary.org/obo/TO_0000240,sterile lemma length,SLmL (related)|STLEMLG (related),A lemma morphology trait  which is the length of a sterile lemma .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000245,http://purl.obolibrary.org/obo/TO_0000245,pollen free,,No pollen development.|An example is rice TGMS line Norin PL12.
TO:0000248,http://purl.obolibrary.org/obo/TO_0000248,primary macronutrient sensitivity,,A macronutrient sensitivity  response shown by the plant either grown in an excess or deficient amount of the primary macronutrient in the growth medium.
TO:0000247,http://purl.obolibrary.org/obo/TO_0000247,other nutrient sensitivity,,
TO:0000249,http://purl.obolibrary.org/obo/TO_0000249,leaf senescence trait,Foilar senescence (related)|Sen (related)|LFSNS (related),A measure of aging of leaf.|Rapid senescence of leaves can be detrimental to yield. Can be measured by loss of normal leaf color. In triticeae it is often measured on the flag or the second from top leaf.
TO:0000549,http://purl.obolibrary.org/obo/TO_0000549,rhizome morphology trait,,A shoot axis morphology trait  which is a quality of a rhizome .
TO:0000547,http://purl.obolibrary.org/obo/TO_0000547,primary branch number,NPB (related)|number of primary rachis branches (related)|primary branches per panicle (related)|PBRNB (related)|PRB (related)|panicle primary branch number (related)|number of second order inflorescence axes (exact),A primary branch of inflorescence  trait which is the number of primary branches present in the inflorescence .
TO:0000544,http://purl.obolibrary.org/obo/TO_0000544,mesocotyl length,MCTLG (related),A mesocotyl morphology trait  which is the length of a mesocotyl .
TO:0000541,http://purl.obolibrary.org/obo/TO_0000541,leaf position,leaf height (related)|LFHT (related),"A leaf morphology trait  which is the position of the leaf  on the plant.|Refers to: position (PATO_0000140): A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity. Usually measured from the ground.  If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000548,http://purl.obolibrary.org/obo/TO_0000548,rhizome number,rhizome number per plant (related)|RHZNB (related),A shoot system morphology trait  which is the number of rhizomes present in a shoot system .
TO:0000540,http://purl.obolibrary.org/obo/TO_0000540,leaf area trait,LFAR (related),"A leaf morphology trait  which is the total area of a leaf .|Refer to area : A 2-D extent quality inhering in a bearer by virtue of the bearer's two dimensional extent. If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000543,http://purl.obolibrary.org/obo/TO_0000543,leaf nitrogen content,LFNICN (related),A leaf composition trait  which is the amount of nitrogen  in the leaf .
TO:0000546,http://purl.obolibrary.org/obo/TO_0000546,peduncle top diameter,PDTDIA (related),A peduncle morphology trait  which is the diameter at the tip of the peduncle .|Refers to the diameter (: A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary) of the tip of a peduncle .
TO:0000542,http://purl.obolibrary.org/obo/TO_0000542,leaf length to width ratio,LFLGWDRO (related),"A leaf morphology trait  which is the ratio of leaf length  to leaf width .|If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000545,http://purl.obolibrary.org/obo/TO_0000545,panicle base to lowest branch,peduncle length from panicle base to first primary branch (related)|panicle base to lowest primary panicle branch (related)|PNBLBR (related)|panicle base to first primary branch (related),A panicle inflorescence morphology trait  which is the length of the region between the panicle base to the lowest (the first) primary panicle branch.|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000299,http://purl.obolibrary.org/obo/TO_0000299,leaf lamina color,leaf blade color (related)|leaf color (related)|LBC (related)|LFLCL (related),"A leaf lamina morphology trait  which is the color of the leaf lamina .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000293,http://purl.obolibrary.org/obo/TO_0000293,chlorophyll a content,Chl a (exact)|chl-a (exact)|chlorophyll-a content (exact),A chlorophyll content trait  which is the chlorophyll a content in a plant structure .
TO:0000290,http://purl.obolibrary.org/obo/TO_0000290,flavonoid content,,A phytochemical compound content trait  which is the amount of flavonoid  in a plant structure .|Flavonoids are water soluble polyphenolic molecules containing 15 carbon atoms. Flavonoids belong to the polyphenol family and have antioxidant activity.
TO:0000295,http://purl.obolibrary.org/obo/TO_0000295,chlorophyll b content,chl-b content (exact)|chl b content (exact)|chlorophyll-b content (exact),A chlorophyll content trait  which is the chlorophyll b content in a plant structure .
TO:0000296,http://purl.obolibrary.org/obo/TO_0000296,vegetative vigor,Vg (related)|vegetative growth vigor (related)|VGVIG (related),"Represents the growth of plant. Used to evaluate genetic material under stress and non-stress conditions, several factors may interact, influencing the seedling vigor (e.g. tillering ability, plant height, etc)."
TO:0000298,http://purl.obolibrary.org/obo/TO_0000298,chlorophyll ratio,CHLRO (related)|chl a to chl b ratio (exact)|chl-a to chl-b ratio (exact)|chlorophyll content ratio (exact),A chlorophyll content trait  which is the ratio of chlorophyll a to chlorophyll b in a plant structure .|The average ratio of chl a to chl b is about 3:1.
TO:0000292,http://purl.obolibrary.org/obo/TO_0000292,yellow dwarf disease resistance,YDRS (related)|YD (related),"Causal agent: Mycoplasma. Symptoms: pale yellow, droopy leaves, excessive tillering and stunting."
TO:0000291,http://purl.obolibrary.org/obo/TO_0000291,carbohydrate content,CARBCN (related),A metabolite content trait  which is the amount of carbohydrate  in a plant structure .
TO:0000297,http://purl.obolibrary.org/obo/TO_0000297,glucosamine content,GLUCNCN (related)|2-amino-2-deoxyglucopyranose content (related),An oligosaccharide content  which is the amount of glucosamine (CHEBI:5417) in a plant structure .|It is one of the most abundant natural polysaccharide.
TO:0000294,http://purl.obolibrary.org/obo/TO_0000294,leaf sheath auricle color,AC (related)|AUCL (related),"A leaf sheath auricle morphology trait  which is the color of a leaf sheath auricle .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000810,http://purl.obolibrary.org/obo/TO_0000810,pseudostem color,,"A pseudostem morphology trait  which is the color of a pseudostem .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000815,http://purl.obolibrary.org/obo/TO_0000815,bract morphology trait,,A phyllome morphology trait  which is a quality of a bract .
TO:0000813,http://purl.obolibrary.org/obo/TO_0000813,tassel branch number,,A tassel branch morphology trait  which is the number of tassel branches .|Refer to number .
TO:0000817,http://purl.obolibrary.org/obo/TO_0000817,inflorescence bract length,husk length (exact),An inflorescence bract morphology trait  which is the length of an inflorescence bract .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000819,http://purl.obolibrary.org/obo/TO_0000819,inflorescence bract color,husk color (exact),"An inflorescence bract morphology trait  which is  the color of an inflorescence bract .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000811,http://purl.obolibrary.org/obo/TO_0000811,pseudostem diameter,,A pseudostem morphology trait  which is the diameter of a pseudostem .|Refer to diameter :A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.
TO:0000816,http://purl.obolibrary.org/obo/TO_0000816,inflorescence bract morphology trait,husk (exact),A bract morphology trait  which is the quality of an inflorescence bract .
TO:0000818,http://purl.obolibrary.org/obo/TO_0000818,inflorescence bract cover,husk cover (exact),An inflorescence bract morphology trait  which is the cover of an inflorescence bract  measured as percentage of plants with ears that are not completely covered by the inflorescence bracts.
TO:0000812,http://purl.obolibrary.org/obo/TO_0000812,tassel branch dry weight,,A tassel branch morphology trait  which is the dry weight of a tassel branch  prior to pollen shed.|Refer to dry : A wetness quality inhering in a bearer by virtue of the bearer's not being covered by a liquid.  Refer to weight : A physical quality inhering in a bearer that has mass near a gravitational body.
TO:0000814,http://purl.obolibrary.org/obo/TO_0000814,tassel inflorescence type,,"A tassel inflorescence morphology trait  which is the type of tassel inflorescence .|Refer to shape : A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0000995,http://purl.obolibrary.org/obo/TO_0000995,aluminum content trait,Al content (exact)|aluminium content (exact),A mineral and ion content trait  which is the aluminium cation  composition in a plant structure .
TO:0000997,http://purl.obolibrary.org/obo/TO_0000997,polished grain length,white rice grain length (narrow),"A grain length  measured on a dehulled, polished grain."
TO:0000994,http://purl.obolibrary.org/obo/TO_0000994,androecium morphology trait,,A collective phyllome structure morphology trait  that is a quality of the androecium .
TO:0000998,http://purl.obolibrary.org/obo/TO_0000998,polished grain width,white rice grain width (narrow),"A grain width  which is the width of the dehulled, polished grain."
TO:0000992,http://purl.obolibrary.org/obo/TO_0000992,gibberellin biosynthesis trait,gibberellin biosynthesis (broad),A biological process trait  which is a quality of a gibberellin biosynthetic process .|Refers to gibberellin 
TO:0000990,http://purl.obolibrary.org/obo/TO_0000990,seed hardness,,A seed morphology trait  which is the hardness of a seed .
TO:0000991,http://purl.obolibrary.org/obo/TO_0000991,epicormic shoot system number,stem sucker number (exact),An epicormic shoot system morphology trait  which is the number of epicormic shoot systems .
TO:0000996,http://purl.obolibrary.org/obo/TO_0000996,flag leaf area,,A flag leaf anatomy and morphology trait  which is the area of a flag leaf .
TO:0000993,http://purl.obolibrary.org/obo/TO_0000993,cellulose content,,A carbohydrate content trait  which is the amount of cellulose  in a plant structure .|Refers to crystalline cellulose : A B-D-glucan (cellulose) in crystalline form with a structure consisting of several hundred to over ten thousand D-glucose residues joined by B glycosidic linkages.
TO:0000999,http://purl.obolibrary.org/obo/TO_0000999,polished grain length to width ratio,white rice grain length to width ratio (narrow),"A grain length to width ratio  measured on a dehulled, polished grain."
TO:0000115,http://purl.obolibrary.org/obo/TO_0000115,root mass density,rmd (related)|RTMD (related),Determined as the dry mass of roots per unit soil volume at a given soil section.
TO:0000116,http://purl.obolibrary.org/obo/TO_0000116,root mass density 0-15,rmd 0-15 (related),Root mass density 0-15 cm was calculated as the dry mass of roots per unit soil volume at 0-15 cm soil section.
TO:0000112,http://purl.obolibrary.org/obo/TO_0000112,microbial disease response,disease susceptibility (narrow)|disease resistance trait (narrow)|disease control (broad)|disease tolerance (narrow),A biotic plant stress trait  which is the response to damage to a plant structure  caused by an infection by a microbial pathogen.|The plant reponse to a microbial infection may be manifested in either the whole plant  or in parts of the plant. The damage is a direct measure of resistance to the particular pathogen causing the disease.
TO:0000118,http://purl.obolibrary.org/obo/TO_0000118,root mass density 15-30,rmd 15-30 (related),Root mass density 15-30 cm was calculated as the dry mass of roots per unit soil volume at 15-30 cm soil section.
TO:0000119,http://purl.obolibrary.org/obo/TO_0000119,root mass density 30-45,rmd 30-45 (related),Root mass density 30-45 cm was calculated as the dry mass of roots per unit soil volume at 30-45 cm soil section.
TO:0000117,http://purl.obolibrary.org/obo/TO_0000117,rat damage response trait,RD (related),A rodent damage response trait  which is the response to damage to a plant structure  caused by a rat (NCBITaxon:10114).
TO:0000110,http://purl.obolibrary.org/obo/TO_0000110,wild abortive CMS,WACMS (related)|CMS-WA (related),Abortion of microspore development at uni-nucleate stage.
TO:0000111,http://purl.obolibrary.org/obo/TO_0000111,genetically engineered male sterility,,The sterility induced by transgenes expressing cytotoxic component.
TO:0000114,http://purl.obolibrary.org/obo/TO_0000114,flooding related trait,,
TO:0000113,http://purl.obolibrary.org/obo/TO_0000113,giant embryo,,An embryo shape trait  that is a large sized plant embryo .
TO:0000653,http://purl.obolibrary.org/obo/TO_0000653,seed growth and development trait,,A multi-tissue plant structure development trait  that has as primary participant a seed .
TO:0000654,http://purl.obolibrary.org/obo/TO_0000654,shoot system growth and development trait,,"A plant structure growth and development trait  that is a quality of the growth of the shoot system , and shoot system development stages ."
TO:0000652,http://purl.obolibrary.org/obo/TO_0000652,leaf necrosis,leaf scorch (related)|LFNEC (related),"A leaf morphology trait  which is the leaf surface area affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic and/or necrotic tissue.|If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000651,http://purl.obolibrary.org/obo/TO_0000651,flour color,FLRCL (related),
TO:0000655,http://purl.obolibrary.org/obo/TO_0000655,leaf growth and development trait,,A plant organ development trait  that has as primary participant a leaf .
TO:0000656,http://purl.obolibrary.org/obo/TO_0000656,root development trait,,Traits associated with observing effects on the development of the root and its parts.
